,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2888,Patsy Serafina Akeli,F,29.0,Samoa,SAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,
2893,Peter Dag Torsten kerberg,M,28.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",
2894,Thomas Carl Torsten kerberg,M,29.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Individual",
2895,Thomas Carl Torsten kerberg,M,29.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",
2896,Anne Carita kerblom (-Vainio-),F,31.0,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Heavyweight,
2897,Nils Carlsson kerblom,M,24.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Individual",
2899,Harry Mikael kerfelt,M,33.0,Finland,FIN,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
2900,Rainer Robert kerfelt,M,25.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
2901,Rolf Rafael kerfelt,M,19.0,Finland,FIN,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
2902,Marcus Ricard kerholm,M,28.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Rifle, 10 metres",
2903,Nils Erik kerlindh,M,23.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
2904,Ernst Gunnar kerlund,M,24.0,Sweden,SWE,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
2905,Ernst Gunnar kerlund,M,28.0,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
2906,Olle Erik Curys kerlund,M,20.0,Bissbi,SWE,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold
2907,Bruce Robert Akers,M,19.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Welterweight, Freestyle",
2908,Bruce Robert Akers,M,23.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Welterweight, Freestyle",
2911,Michelle Anne Akers,F,30.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold
2912,Stephen George Akers,M,21.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Freestyle,
2913,Stephen George Akers,M,21.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",
2914,Stephen George Akers,M,21.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
2915,Carl Arne Wilhelm kerson,M,28.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed One Person Dinghy,
2919,Jns Bruno Vincent kesson,M,25.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
2921,Nikolaos Akestoridis,M,,Greece,GRE,1906 Summer,1906,Summer,Athina,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",
2922,Bilal Akgl,M,25.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",
2923,brahim Akgl,M,22.0,Turkey,TUR,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
2924,Sezer Akgl,M,20.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",
2925,Taha Akgl,M,21.0,Turkey,TUR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
2926,Taha Akgl,M,25.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
2927,Avni Akgn,M,,Turkey,TUR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Long Jump,
2928,Svitlana Viktorivna Akhadova,F,23.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
2929,Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
2930,Joseph Mukuku Akhasamba,M,25.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Heavyweight,
2931,Joseph Mukuku Akhasamba,M,29.0,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,
2942,Giorgos Akhilleos,M,19.0,Cyprus,CYP,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Skeet,
2943,Giorgos Akhilleos,M,23.0,Cyprus,CYP,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,
2944,Giorgos Akhilleos,M,27.0,Cyprus,CYP,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Skeet,
2945,Giorgos Akhilleos,M,31.0,Cyprus,CYP,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Skeet,
2946,Adkhamdzhon Akhilov,M,20.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Freestyle",
2947,Adkhamdzhon Akhilov,M,24.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
2948,Akhat Akhirov,M,26.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Lightweight,
2949,Sergey Akhirov,M,31.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Lightweight,
2950,Mohamed Reza Akhlagh Pasand,M,25.0,Iran,IRI,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Singles,
2951,Habibollah Jomeh Akhlaghi,M,26.0,Iran,IRI,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
2952,Habibollah Jomeh Akhlaghi,M,31.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
2953,Davoud Akhlagi Safa,M,20.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
2954,Davoud Akhlagi Safa,M,20.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Cycling,Cycling Men's 100 kilometres Team Time Trial,
2955,Murodzhon Kakharovich Akhmadaliyev,M,21.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze
2958,Artur Kamilevich Akhmatkhuzin,M,24.0,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",
2959,Artur Kamilevich Akhmatkhuzin,M,24.0,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",
2960,Artur Kamilevich Akhmatkhuzin,M,28.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual",
2961,Artur Kamilevich Akhmatkhuzin,M,28.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
2962,Bakhtiyar Shakhabutdinovich Akhmedov,M,21.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
2963,Ibad Amirovich Akhmedov,M,21.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",
2964,Lyutvi Dzhiber Akhmedov,M,30.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
2965,Lyutvi Dzhiber Akhmedov,M,34.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
2966,Shukhrat Akhmedov,M,33.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",
2967,Shukhrat Akhmedov,M,33.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Free Pistol, 50 metres",
2968,Leyla Begnyazovna Akhmerova,F,23.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze
2969,Damir Akhmetbekov,M,21.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Diving,Diving Men's Platform,
2970,Damir Akhmetbekov,M,25.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Platform,
2974,Bakhyt Beshimbekovich Akhmetov,M,21.0,Kyrgyzstan,KGZ,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,
2975,Bakhyt Beshimbekovich Akhmetov,M,25.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,
2976,Bakhyt Beshimbekovich Akhmetov,M,29.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Heavyweight,
2977,Rustam Fahimovych Akhmetov,M,22.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,
2978,Igor Vladimirovich Akhremchik,M,26.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Bronze
2979,Nataliya Akhrimenko (-Petrova),F,25.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Shot Put,
2980,Nataliya Akhrimenko (-Petrova),F,33.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Shot Put,
2981,Doli Akhtar,F,14.0,Bangladesh,BAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,
2982,Doli Akhtar,F,18.0,Bangladesh,BAN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
2983,Doli Akhtar,F,22.0,Bangladesh,BAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
2984,Gulraiz Akhtar,M,25.0,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
2985,Khaled Akhtar,M,42.0,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,
2986,Muhammad Akhtar,M,29.0,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Featherweight, Freestyle",
2987,Muhammad Akhtar,M,34.0,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Featherweight, Freestyle",
2988,Naeem Akhtar,M,23.0,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
2989,Naeem Akhtar,M,27.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,
2990,Shabana Akhtar,F,24.0,Pakistan,PAK,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,
2991,Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,
2992,Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,
2993,Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Floor Exercise,
2994,Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Horse Vault,
2995,Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,
2996,Mirabella Viliamivna Akhunu,F,17.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Balance Beam,
2997,Aleksandr Akhyun,M,19.0,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Individual All-Around,
2998,Allan Akia,M,23.0,Papua New Guinea,PNG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
2999,Tadahiro Akiba,M,20.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
3003,Mercy Akide (-Udoh),F,25.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,
3004,Mercy Akide (-Udoh),F,28.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,
3005,John Akii-Bua,M,22.0,Uganda,UGA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,Gold
3006,John Akii-Bua,M,30.0,Uganda,UGA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,
3007,John Akii-Bua,M,30.0,Uganda,UGA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,
3008,Edward Akika,M,23.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,
3011,Anatoly Ivanovich Akimov,M,24.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
3012,Andrey Aleksandrovich Akimov,M,21.0,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,
3013,Vladimir Ivanovich Akimov,M,27.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
3014,Erdoan Akn,M,,Turkey,TUR,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
3015,Oyeronke Akindele,F,22.0,Nigeria,NGR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 100 metres,
3016,Oyeronke Akindele,F,22.0,Nigeria,NGR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 200 metres,
3017,Oyeronke Akindele,F,22.0,Nigeria,NGR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,
3018,Peter Akinlabi,M,27.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Table Tennis,Table Tennis Men's Singles,
3019,Peter Akinlabi,M,30.0,Nigeria-2,NGR,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,
3020,Morolake Akinosun,F,22.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
3021,Foluke Antinuke Akinradewo,F,24.0,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
3022,Foluke Antinuke Akinradewo,F,28.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
3023,"Omolade ""Lade"" Akinremi",F,21.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres Hurdles,
3024,Kayode Akinsanya,M,20.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Men's Singles,
3025,Kayode Akinsanya,M,20.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Mixed Doubles,
3026,Henry Adetokunboh Akinwande,M,22.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Heavyweight,
3027,Jonathan Akinyemi,M,23.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
3028,Jonathan Akinyemi,M,27.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
3029,Mary Akinyemi (-Akinkuowo),F,25.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 400 metres,
3030,Mary Akinyemi (-Akinkuowo),F,25.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,
3031,"Mildred Akinyi ""Milka"" Alango",F,19.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Flyweight,
3032,Mobolaji Iyabode Akiode,F,22.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,
3033,Erika Akiyama,F,19.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
3034,Erika Akiyama,F,23.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
3035,Teruyoshi Akiyama,M,44.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
3036,Yasunari Akiyama,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
3037,Yoshiko Akiyama,F,22.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Archery,Archery Women's Individual,
3038,Lahcen Samsam Akka,M,22.0,Morocco,MAR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,
3039,Lahcen Samsam Akka,M,30.0,Morocco,MAR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,
3040,Malika Al-Akkaoui,F,24.0,Morocco,MAR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 800 metres,
3041,Malika Al-Akkaoui,F,28.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 800 metres,
3042,Malika Al-Akkaoui,F,28.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",
3043,Halil Akka,M,25.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",
3044,Halil Akka,M,33.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
3045,Khadzhimurat Magomedovich Akkayev,M,19.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
3046,Khadzhimurat Magomedovich Akkayev,M,23.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
3047,"Johannes ""Johs"" Akkerhaugen",M,33.0,Norway,NOR,1972 Summer,1972,Summer,Munich,Archery,Archery Men's Individual,
3048,Marina Dazmirovna Akobiya,F,25.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
3049,"Joshua Emmanuel ""Josh"" Akognon",M,30.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
3050,Eric Akogyiram,M,19.0,Ghana,GHA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,
3051,Eric Akogyiram,M,23.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,
3052,Eric Akogyiram,M,23.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
3053,Ayewoubo Akomatsri,M,24.0,Togo,TOG,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,
3054,Alego Akomi,M,,Sudan,SUD,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Flyweight,
3055,Boay Akonay,M,18.0,Tanzania,TAN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",
3056,Aleksandr Akondinov,M,20.0,Russia,RUS,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
3057,Aulis Juhani Akonniemi,M,25.0,Finland,FIN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,
3058,Charles Kwablan Akonnor,M,22.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,
3059,Ajtony kos,M,28.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Individual",
3060,Ajtony kos,M,28.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",
3061,Balkrishan Akotkar,M,27.0,India,IND,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,
3062,Kossi Casimir Akoto,M,23.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,
3063,Kossi Casimir Akoto,M,23.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,
3064,Kossi Casimir Akoto,M,27.0,Togo,TOG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,
3065,Kossi Casimir Akoto,M,27.0,Togo,TOG,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
3066,Mavis Akoto,F,22.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,
3067,Artur Vladimirovich Akoyev,M,26.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Heavyweight II,Silver
3068,Ime Akpan,F,24.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,
3069,"Solomon Sunday Osayande ""Sonny Ba"" Akpata",M,27.0,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,
3070,Daniel Akpeyi,M,30.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
3071,Mehmet Akpnar,M,32.0,Turkey,TUR,1972 Summer,1972,Summer,Munich,Fencing,"Fencing Men's Sabre, Individual",
3072,Justina Akpulo,F,20.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,
3073,Maria Helene Akraka (-Henriksson),F,26.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Women's 1,500 metres",
3074,Smart Ekiyegha-Akraka,M,26.0,Nigeria,NGR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,
3075,Ahmed Akram Abbas Mahmoud,M,19.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,
3076,Ahmed Akram Abbas Mahmoud,M,19.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
3077,Muhammad Akram,M,29.0,Pakistan,PAK,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Single Sculls,
3078,Nashat Akram Abid Ali,M,19.0,Iraq,IRQ,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,
3079,Aristidis Akratopoulos,M,,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,
3080,Aristidis Akratopoulos,M,,Greece-3,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,
3081,"Konstantinos ""Kostas"" Akratopoulos",M,,Greece,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Singles,
3082,"Konstantinos ""Kostas"" Akratopoulos",M,,Greece-3,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,
3083,Sigurd Olav Akre-Aas,M,26.0,Norway,NOR,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",
3084,Sigurd Olav Akre-Aas,M,26.0,Norway,NOR,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Individual",
3085,Sigurd Olav Akre-Aas,M,26.0,Norway,NOR,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's epee, Team",
3086,Sigurd Olav Akre-Aas,M,26.0,Norway,NOR,1924 Summer,1924,Summer,Paris,Fencing,"Fencing Men's Sabre, Individual",
3087,Sigurd Olav Akre-Aas,M,30.0,Norway,NOR,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Foil, Team",
3088,Sigurd Olav Akre-Aas,M,30.0,Norway,NOR,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Individual",
3089,Sigurd Olav Akre-Aas,M,30.0,Norway,NOR,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",
3090,Sigurd Olav Akre-Aas,M,30.0,Norway,NOR,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Sabre, Individual",
3091,Simo Huvi Akrenius,M,23.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Middleweight,
3092,Varvara Akritidou,F,23.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Heavyweight,
3093,Youssef Akrout,M,21.0,Tunisia,TUN,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Dinghy,
3094,Youssef Akrout,M,25.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,
3095,Monica Aksamit,F,26.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
3096,Anastasiya Sergeyevna Aksenova,F,18.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 50 metres Freestyle,
3097,Anastasiya Sergeyevna Aksenova,F,18.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Freestyle,
3098,Anastasiya Sergeyevna Aksenova,F,18.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
3099,Anastasiya Sergeyevna Aksenova,F,18.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
3100,Liudmyla Vasylivna Aksenova (Shapovalova-),F,29.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 400 metres,
3101,Liudmyla Vasylivna Aksenova (Shapovalova-),F,29.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
3102,Merey Akshalov,M,20.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Lightweight,
3103,Aleksandr Timofeyevich Aksinin,M,21.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,
